3200000,1000.0,5377.0
3200000,2000.0,3346.0
3200000,3000.0,2456.0
3200000,4000.0,2206.0
3200000,5000.0,2223.0
3200000,6000.0,2228.0
3200000,7000.0,2134.0
3200000,8000.0,2171.0
3200000,9000.0,2156.0
3200000,10000.0,2086.0
3200000,11000.0,2056.0
3200000,12000.0,2082.0
3200000,13000.0,1997.0
3200000,14000.0,2119.0
3200000,15000.0,2072.0
3200000,16000.0,2071.0
3200000,17000.0,2198.0
3200000,18000.0,2572.0
3200000,19000.0,2577.0
3200000,20000.0,2192.0
3200000,21000.0,2143.0
3200000,22000.0,2201.0
3200000,23000.0,2289.0
3200000,24000.0,2333.0
3200000,25000.0,2291.0
3200000,26000.0,2041.0
3200000,27000.0,2040.0
3200000,28000.0,2071.0
3200000,29000.0,2052.0
3200000,30000.0,2051.0
3200000,31000.0,2103.0
3200000,32000.0,2056.0
3200000,33000.0,2041.0
3200000,34000.0,2024.0
3200000,35000.0,2071.0
3200000,36000.0,2038.0
3200000,37000.0,2058.0
3200000,38000.0,2039.0
3200000,39000.0,2024.0
3200000,40000.0,2055.0
3200000,41000.0,2041.0
3200000,42000.0,2040.0
3200000,43000.0,2104.0
3200000,44000.0,2081.0
3200000,45000.0,2087.0
3200000,46000.0,2024.0
3200000,47000.0,2055.0
3200000,48000.0,2040.0
3200000,49000.0,2041.0
3200000,50000.0,2055.0
