800000,1000,1036
800000,2000,533
800000,3000,550
800000,4000,502
800000,5000,518
800000,6000,533
800000,7000,503
800000,8000,565
800000,9000,549
800000,10000,550
800000,11000,518
800000,12000,502
800000,13000,597
800000,14000,487
800000,15000,511
800000,16000,509
800000,17000,503
800000,18000,517
800000,19000,502
800000,20000,503
800000,21000,503
800000,22000,504
800000,23000,502
800000,24000,520
800000,25000,501
800000,26000,515
800000,27000,502
800000,28000,487
800000,29000,503
800000,30000,502
800000,31000,495
800000,32000,501
800000,33000,480
800000,34000,487
800000,35000,503
800000,36000,502
800000,37000,502
800000,38000,502
800000,39000,503
800000,40000,502
800000,41000,487
800000,42000,503
800000,43000,502
800000,44000,487
800000,45000,502
800000,46000,550
800000,47000,549
800000,48000,503
800000,49000,501
800000,50000,472
