100000,1000,190
100000,2000,63
100000,3000,62
100000,4000,220
100000,5000,172
100000,6000,126
100000,7000,246
100000,8000,95
100000,9000,78
100000,10000,65
100000,11000,77
100000,12000,157
100000,13000,66
100000,14000,75
100000,15000,66
100000,16000,91
100000,17000,94
100000,18000,94
100000,19000,110
100000,20000,94
100000,21000,110
100000,22000,110
100000,23000,141
100000,24000,117
100000,25000,103
100000,26000,98
100000,27000,90
100000,28000,79
100000,29000,93
100000,30000,79
100000,31000,79
100000,32000,78
100000,33000,78
100000,34000,63
100000,35000,63
100000,36000,78
100000,37000,63
100000,38000,63
100000,39000,78
100000,40000,63
100000,41000,63
100000,42000,63
100000,43000,63
100000,44000,66
100000,45000,59
100000,46000,63
100000,47000,62
100000,48000,71
100000,49000,55
100000,50000,63
