1600000,1000,2338
1600000,2000,1476
1600000,3000,1412
1600000,4000,1161
1600000,5000,1114
1600000,6000,1225
1600000,7000,1163
1600000,8000,1129
1600000,9000,1067
1600000,10000,1103
1600000,11000,1158
1600000,12000,1216
1600000,13000,1061
1600000,14000,1051
1600000,15000,1115
1600000,16000,1082
1600000,17000,1052
1600000,18000,1036
1600000,19000,1068
1600000,20000,1051
1600000,21000,1077
1600000,22000,1112
1600000,23000,1050
1600000,24000,1036
1600000,25000,1056
1600000,26000,1048
1600000,27000,1035
1600000,28000,1024
1600000,29000,1032
1600000,30000,1035
1600000,31000,1039
1600000,32000,1017
1600000,33000,1035
1600000,34000,1020
1600000,35000,1051
1600000,36000,1020
1600000,37000,1036
1600000,38000,1032
1600000,39000,1030
1600000,40000,1037
1600000,41000,1082
1600000,42000,1063
1600000,43000,1025
1600000,44000,1035
1600000,45000,1036
1600000,46000,1036
1600000,47000,1019
1600000,48000,1021
1600000,49000,1067
1600000,50000,1036
