400000,1000,843
400000,2000,653
400000,3000,377
400000,4000,282
400000,5000,408
400000,6000,314
400000,7000,424
400000,8000,298
400000,9000,283
400000,10000,251
400000,11000,361
400000,12000,235
400000,13000,236
400000,14000,250
400000,15000,229
400000,16000,226
400000,17000,236
400000,18000,239
400000,19000,232
400000,20000,235
400000,21000,235
400000,22000,220
400000,23000,235
400000,24000,235
400000,25000,236
400000,26000,283
400000,27000,267
400000,28000,251
400000,29000,235
400000,30000,346
400000,31000,266
400000,32000,251
400000,33000,235
400000,34000,283
400000,35000,251
400000,36000,252
400000,37000,235
400000,38000,235
400000,39000,236
400000,40000,235
400000,41000,236
400000,42000,219
400000,43000,235
400000,44000,236
400000,45000,220
400000,46000,235
400000,47000,235
400000,48000,220
400000,49000,220
400000,50000,220
