200000,1000,503
200000,2000,409
200000,3000,157
200000,4000,377
200000,5000,235
200000,6000,141
200000,7000,110
200000,8000,157
200000,9000,142
200000,10000,172
200000,11000,141
200000,12000,157
200000,13000,157
200000,14000,162
200000,15000,136
200000,16000,125
200000,17000,142
200000,18000,125
200000,19000,126
200000,20000,125
200000,21000,110
200000,22000,157
200000,23000,189
200000,24000,125
200000,25000,204
200000,26000,126
200000,27000,110
200000,28000,125
200000,29000,110
200000,30000,125
200000,31000,110
200000,32000,119
200000,33000,117
200000,34000,110
200000,35000,125
200000,36000,110
200000,37000,110
200000,38000,110
200000,39000,126
200000,40000,109
200000,41000,126
200000,42000,110
200000,43000,125
200000,44000,110
200000,45000,126
200000,46000,109
200000,47000,110
200000,48000,126
200000,49000,125
200000,50000,142
